run iteration throughput state cores frequency explore
4 282 1100328 3 3 14 0
4 283 1103885 3 3 14 0
4 284 1100038 3 3 14 0
4 285 1104595 3 3 14 0
4 286 1098292 3 3 14 0
4 287 1103977 3 3 14 0
4 288 1102906 3 3 14 0
4 289 1105343 3 3 14 0
4 290 1098311 3 3 14 0
4 291 1105682 3 3 14 0
4 292 1100210 3 3 14 0
4 293 1104863 3 3 14 0
4 294 1099365 3 3 14 0
4 295 1105807 3 3 14 0
4 296 1100546 3 3 14 0
4 297 1099746 3 3 14 0
4 298 1104060 3 3 14 0
4 299 1099256 3 3 14 0
4 300 1100414 3 3 14 0
4 301 1102301 3 3 14 0
4 302 1099693 3 3 14 0
4 303 1104481 3 3 14 0
4 304 1100588 3 3 14 0
4 305 1103398 3 3 14 0
4 306 1101915 3 3 14 0
4 307 1103561 3 3 14 0
4 308 1098329 3 3 14 0

5 309 469062 2 3 14 0
5 310 1203852 3 3 14 0
5 311 1154052 3 3 14 0
5 312 1147161 3 3 14 0
5 313 1148498 3 3 14 0
5 314 1144342 3 3 14 0
5 315 1143159 3 3 14 0
5 316 1143027 3 3 14 0
5 317 1140690 3 3 14 0
5 318 1140187 3 3 14 0
5 319 1139101 3 3 14 0
5 320 1139509 3 3 14 0
5 321 1141546 3 3 14 0
5 322 1139346 3 3 14 0
5 323 1138833 3 3 14 0
5 324 1136613 3 3 14 0
5 325 1133801 3 3 14 0
5 326 1135241 3 3 14 0
5 327 1138657 3 3 14 0
5 328 1139732 3 3 14 0
5 329 1135245 3 3 14 0
5 330 1133627 3 3 14 0
5 331 1136796 3 3 14 0
5 332 1122974 3 3 14 0
5 333 1099020 3 3 14 0
5 334 1106998 3 3 14 0
5 335 1102552 3 3 14 0
5 336 1102533 3 3 14 0
5 337 1102128 3 3 14 0
5 338 1101331 3 3 14 0
5 339 1099686 3 3 14 0
5 340 1104044 3 3 14 0
5 341 1098451 3 3 14 0
5 342 1103810 3 3 14 0
5 343 1104041 3 3 14 0
5 344 1103635 3 3 14 0
5 345 1097936 3 3 14 0
5 346 1102007 3 3 14 0
5 347 1099851 3 3 14 0
5 348 1105674 3 3 14 0
5 349 1098930 3 3 14 0
5 350 1107004 3 3 14 0
5 351 1097882 3 3 14 0
5 352 1101651 3 3 14 0
5 353 1100044 3 3 14 0
5 354 1097851 3 3 14 0
5 355 1102144 3 3 14 0
5 356 1100309 3 3 14 0
5 357 1097149 3 3 14 0
5 358 1100873 3 3 14 0
5 359 1101735 3 3 14 0
5 360 1096499 3 3 14 0
5 361 1101151 3 3 14 0
5 362 1101459 3 3 14 0
5 363 1097653 3 3 14 0
5 364 1100760 3 3 14 0
5 365 1100737 3 3 14 0
5 366 1097219 3 3 14 0
5 367 1096932 3 3 14 0
5 368 1102605 3 3 14 0
5 369 1099685 3 3 14 0
5 370 1100117 3 3 14 0
5 371 1103590 3 3 14 0
5 372 1097790 3 3 14 0
5 373 1100580 3 3 14 0
5 374 1100309 3 3 14 0
5 375 1098038 3 3 14 0
5 376 1100896 3 3 14 0
5 377 1095847 3 3 14 0
5 378 1099729 3 3 14 0
5 379 1101571 3 3 14 0
5 380 1097953 3 3 14 0
5 381 1096857 3 3 14 0
5 382 1100302 3 3 14 0
5 383 1101299 3 3 14 0
5 384 1096861 3 3 14 0
5 385 1099811 3 3 14 0
5 386 1103720 3 3 14 0
5 387 1099785 3 3 14 0
5 388 1100467 3 3 14 0
5 389 1099128 3 3 14 0

6 390 1530813 4 3 14 0
6 391 1187472 3 3 14 0
6 392 1149920 3 3 14 0
6 393 1146199 3 3 14 0
6 394 1146248 3 3 14 0
6 395 1141346 3 3 14 0
6 396 1141216 3 3 14 0
6 397 1140861 3 3 14 0
6 398 1139769 3 3 14 0
6 399 1139838 3 3 14 0
6 400 1139551 3 3 14 0
6 401 1140152 3 3 14 0
6 402 1137530 3 3 14 0
6 403 1138364 3 3 14 0
6 404 1139044 3 3 14 0
6 405 1134206 3 3 14 0
6 406 1135334 3 3 14 0
6 407 1139171 3 3 14 0
6 408 1137811 3 3 14 0
6 409 1135497 3 3 14 0
6 410 1138791 3 3 14 0
6 411 1135278 3 3 14 0
6 412 1126366 3 3 14 0
6 413 1097314 3 3 14 0
6 414 1099799 3 3 14 0
6 415 1105230 3 3 14 0
6 416 1103098 3 3 14 0
6 417 1101067 3 3 14 0
6 418 1099793 3 3 14 0
6 419 1104163 3 3 14 0
6 420 1098452 3 3 14 0
6 421 1105732 3 3 14 0
6 422 1097917 3 3 14 0
6 423 1100707 3 3 14 0
6 424 1101359 3 3 14 0
6 425 1101179 3 3 14 0
6 426 1100420 3 3 14 0
6 427 1098676 3 3 14 0
6 428 1100110 3 3 14 0
6 429 1101545 3 3 14 0
6 430 1098467 3 3 14 0
6 431 1105683 3 3 14 0
6 432 1098798 3 3 14 0
6 433 1102048 3 3 14 0
6 434 1100317 3 3 14 0
6 435 1097677 3 3 14 0
6 436 1099890 3 3 14 0
6 437 1100833 3 3 14 0
6 438 1096934 3 3 14 0
6 439 1099770 3 3 14 0
6 440 1100947 3 3 14 0
6 441 1097907 3 3 14 0
6 442 1096984 3 3 14 0
6 443 1099168 3 3 14 0
6 444 1099679 3 3 14 0
6 445 1097050 3 3 14 0
6 446 1096222 3 3 14 0
6 447 1096544 3 3 14 0
6 448 1099539 3 3 14 0
6 449 1102129 3 3 14 0
6 450 1096945 3 3 14 0
6 451 1096956 3 3 14 0
6 452 1100211 3 3 14 0
6 453 1099747 3 3 14 0
6 454 1096147 3 3 14 0
6 455 1096427 3 3 14 0
6 456 1098268 3 3 14 0
6 457 1099568 3 3 14 0
6 458 1099267 3 3 14 0
6 459 1095187 3 3 14 0
6 460 1096315 3 3 14 0
6 461 1096630 3 3 14 0
6 462 1098335 3 3 14 0
6 463 1097696 3 3 14 0
6 464 1099385 3 3 14 0
6 465 1098638 3 3 14 0
6 466 1099484 3 3 14 0
6 467 1097612 3 3 14 0
6 468 1096647 3 3 14 0
6 469 1095955 3 3 14 0

7 470 953573 3 3 14 0
7 471 1173909 3 3 14 0
7 472 1153860 3 3 14 0
7 473 1148165 3 3 14 0
7 474 1148554 3 3 14 0
7 475 1145829 3 3 14 0
7 476 1147380 3 3 14 0
7 477 1141664 3 3 14 0
7 478 1141552 3 3 14 0
7 479 1142892 3 3 14 0
7 480 1146076 3 3 14 0
7 481 1143445 3 3 14 0
7 482 1140001 3 3 14 0
7 483 1139828 3 3 14 0
7 484 1139068 3 3 14 0
7 485 1138443 3 3 14 0
7 486 1140840 3 3 14 0
7 487 1139977 3 3 14 0
7 488 1139749 3 3 14 0
7 489 1138366 3 3 14 0
7 490 1134959 3 3 14 0
7 491 1136863 3 3 14 0
7 492 1135384 3 3 14 0
7 493 1108422 3 3 14 0
7 494 1100792 3 3 14 0
7 495 1105649 3 3 14 0
7 496 1103671 3 3 14 0
7 497 1105637 3 3 14 0
7 498 1107589 3 3 14 0
7 499 1101000 3 3 14 0
7 500 1103231 3 3 14 0
7 501 1105190 3 3 14 0
7 502 1100722 3 3 14 0
7 503 1103851 3 3 14 0
7 504 1101682 3 3 14 0
7 505 1103009 3 3 14 0
7 506 1101427 3 3 14 0
7 507 1101220 3 3 14 0
7 508 1102181 3 3 14 0
7 509 1100860 3 3 14 0
7 510 1103695 3 3 14 0
7 511 1099536 3 3 14 0
7 512 1104088 3 3 14 0
7 513 1099518 3 3 14 0
7 514 1104465 3 3 14 0
7 515 1099562 3 3 14 0
7 516 1103121 3 3 14 0
7 517 1100713 3 3 14 0
7 518 1101512 3 3 14 0
7 519 1102174 3 3 14 0
7 520 1102161 3 3 14 0
7 521 1104399 3 3 14 0
7 522 1101300 3 3 14 0
7 523 1100008 3 3 14 0
7 524 1103804 3 3 14 0
7 525 1097909 3 3 14 0
7 526 1102864 3 3 14 0
7 527 1100487 3 3 14 0
7 528 1100619 3 3 14 0
7 529 1102465 3 3 14 0
7 530 1102144 3 3 14 0
7 531 1102771 3 3 14 0
7 532 1103022 3 3 14 0
7 533 1101369 3 3 14 0
7 534 1097444 3 3 14 0
7 535 1105912 3 3 14 0
7 536 1098122 3 3 14 0
7 537 1101401 3 3 14 0
7 538 1101853 3 3 14 0
7 539 1103506 3 3 14 0
7 540 1100652 3 3 14 0
7 541 1097609 3 3 14 0
7 542 1102388 3 3 14 0
7 543 1100539 3 3 14 0
7 544 1100275 3 3 14 0
7 545 1102389 3 3 14 0
7 546 1099915 3 3 14 0
7 547 1102798 3 3 14 0
7 548 1097456 3 3 14 0
7 549 1099883 3 3 14 0

8 550 463224 2 3 14 0
8 551 1158580 3 3 14 0
8 552 1154917 3 3 14 0
8 553 1151733 3 3 14 0
8 554 1152508 3 3 14 0
8 555 1144906 3 3 14 0
8 556 1149303 3 3 14 0
8 557 1144021 3 3 14 0
8 558 1144115 3 3 14 0
8 559 1147182 3 3 14 0
8 560 1142748 3 3 14 0
8 561 1143413 3 3 14 0
8 562 1141820 3 3 14 0
8 563 1141448 3 3 14 0
8 564 1139623 3 3 14 0
8 565 1139993 3 3 14 0
8 566 1138029 3 3 14 0
8 567 1139453 3 3 14 0
8 568 1139214 3 3 14 0
8 569 1137172 3 3 14 0
8 570 1138446 3 3 14 0
8 571 1139767 3 3 14 0
8 572 1138978 3 3 14 0
8 573 1130508 3 3 14 0
8 574 1102884 3 3 14 0
8 575 1108675 3 3 14 0
8 576 1106314 3 3 14 0
8 577 1101688 3 3 14 0
8 578 1103004 3 3 14 0
8 579 1108008 3 3 14 0
8 580 1104655 3 3 14 0
8 581 1100776 3 3 14 0
8 582 1108345 3 3 14 0
8 583 1102665 3 3 14 0
8 584 1102683 3 3 14 0
8 585 1107512 3 3 14 0
8 586 1104592 3 3 14 0
8 587 1104759 3 3 14 0
8 588 1106322 3 3 14 0
8 589 1098843 3 3 14 0
8 590 1105402 3 3 14 0
8 591 1100985 3 3 14 0
8 592 1104456 3 3 14 0
8 593 1100758 3 3 14 0
8 594 1105858 3 3 14 0
8 595 1102224 3 3 14 0
8 596 1102177 3 3 14 0
8 597 1103531 3 3 14 0
8 598 1100327 3 3 14 0
8 599 1107563 3 3 14 0
8 600 1098836 3 3 14 0
8 601 1104936 3 3 14 0
8 602 1103244 3 3 14 0
8 603 1104280 3 3 14 0
8 604 1104406 3 3 14 0
8 605 1102990 3 3 14 0
8 606 1101810 3 3 14 0
8 607 1100606 3 3 14 0
8 608 1103884 3 3 14 0
8 609 1099415 3 3 14 0
8 610 1102697 3 3 14 0
8 611 1099911 3 3 14 0
8 612 1104016 3 3 14 0
8 613 1100741 3 3 14 0
8 614 1107082 3 3 14 0
8 615 1102202 3 3 14 0
8 616 1102676 3 3 14 0
8 617 1104008 3 3 14 0
8 618 1101582 3 3 14 0
8 619 1104997 3 3 14 0
8 620 1100572 3 3 14 0
8 621 1100961 3 3 14 0
8 622 1101485 3 3 14 0
8 623 1098615 3 3 14 0
8 624 1106990 3 3 14 0
8 625 1099231 3 3 14 0
8 626 1104492 3 3 14 0
8 627 1098431 3 3 14 0
8 628 1106524 3 3 14 0
8 629 1098486 3 3 14 0
8 630 1102229 3 3 14 0

9 631 1635942 4 3 14 0
9 632 1230996 3 3 14 0
9 633 1154719 3 3 14 0
9 634 1150562 3 3 14 0
9 635 1148454 3 3 14 0
9 636 1148711 3 3 14 0
9 637 1148922 3 3 14 0
9 638 1149727 3 3 14 0
9 639 1141072 3 3 14 0
9 640 1142867 3 3 14 0
9 641 1142735 3 3 14 0
9 642 1141684 3 3 14 0
9 643 1145750 3 3 14 0
9 644 1140010 3 3 14 0
9 645 1140339 3 3 14 0
9 646 1140230 3 3 14 0
9 647 1138410 3 3 14 0
9 648 1139821 3 3 14 0
9 649 1139252 3 3 14 0
9 650 1138025 3 3 14 0
9 651 1142413 3 3 14 0
9 652 1140176 3 3 14 0
9 653 1124269 3 3 14 0
9 654 1099607 3 3 14 0
9 655 1106750 3 3 14 0
9 656 1103356 3 3 14 0
9 657 1103228 3 3 14 0
9 658 1107891 3 3 14 0
9 659 1107322 3 3 14 0
9 660 1102835 3 3 14 0
9 661 1104960 3 3 14 0
9 662 1107082 3 3 14 0
9 663 1101467 3 3 14 0
9 664 1106487 3 3 14 0
9 665 1107198 3 3 14 0
9 666 1106263 3 3 14 0
9 667 1100092 3 3 14 0
9 668 1107838 3 3 14 0
9 669 1104723 3 3 14 0
9 670 1104729 3 3 14 0
9 671 1106194 3 3 14 0
9 672 1104895 3 3 14 0
9 673 1104485 3 3 14 0
9 674 1103636 3 3 14 0
9 675 1103165 3 3 14 0
9 676 1103306 3 3 14 0
9 677 1105540 3 3 14 0
9 678 1099821 3 3 14 0
9 679 1106100 3 3 14 0
9 680 1098912 3 3 14 0
9 681 1106669 3 3 14 0
9 682 1098863 3 3 14 0
9 683 1105067 3 3 14 0
9 684 1100705 3 3 14 0
9 685 1104609 3 3 14 0
9 686 1099798 3 3 14 0
9 687 1106687 3 3 14 0
9 688 1101049 3 3 14 0
9 689 1102152 3 3 14 0
9 690 1103352 3 3 14 0
9 691 1102742 3 3 14 0
9 692 1108080 3 3 14 0
9 693 1100495 3 3 14 0
9 694 1104272 3 3 14 0
9 695 1103784 3 3 14 0
9 696 1099360 3 3 14 0
9 697 1106134 3 3 14 0
9 698 1099422 3 3 14 0
9 699 1103426 3 3 14 0
9 700 1100811 3 3 14 0
9 701 1106706 3 3 14 0
9 702 1099303 3 3 14 0
9 703 1104215 3 3 14 0
9 704 1100524 3 3 14 0
9 705 1104841 3 3 14 0
9 706 1099011 3 3 14 0
9 707 1107151 3 3 14 0
9 708 1098801 3 3 14 0
9 709 1105105 3 3 14 0

10 710 0 1 3 14 0
10 711 1182814 3 3 14 0
10 712 1155232 3 3 14 0
10 713 1153198 3 3 14 0
10 714 1146308 3 3 14 0
10 715 1149090 3 3 14 0
10 716 1144702 3 3 14 0
10 717 1147318 3 3 14 0
10 718 1144458 3 3 14 0
10 719 1144781 3 3 14 0
10 720 1142007 3 3 14 0
10 721 1141833 3 3 14 0
10 722 1140650 3 3 14 0
10 723 1139737 3 3 14 0
10 724 1142294 3 3 14 0
10 725 1137682 3 3 14 0
10 726 1139025 3 3 14 0
10 727 1138875 3 3 14 0
10 728 1139213 3 3 14 0
10 729 1137521 3 3 14 0
10 730 1138586 3 3 14 0
10 731 1136621 3 3 14 0
10 732 1135834 3 3 14 0
10 733 1137058 3 3 14 0
10 734 1107767 3 3 14 0
10 735 1101496 3 3 14 0
10 736 1104338 3 3 14 0
10 737 1102277 3 3 14 0
10 738 1103199 3 3 14 0
10 739 1107077 3 3 14 0
10 740 1103527 3 3 14 0
10 741 1103093 3 3 14 0
10 742 1108382 3 3 14 0
10 743 1099287 3 3 14 0
10 744 1104380 3 3 14 0
10 745 1099737 3 3 14 0
10 746 1104769 3 3 14 0
10 747 1098790 3 3 14 0
10 748 1105062 3 3 14 0
10 749 1099422 3 3 14 0
10 750 1103794 3 3 14 0
10 751 1100726 3 3 14 0
10 752 1103372 3 3 14 0
10 753 1101610 3 3 14 0
10 754 1101609 3 3 14 0
10 755 1102828 3 3 14 0
10 756 1103800 3 3 14 0
10 757 1104445 3 3 14 0
10 758 1102781 3 3 14 0
10 759 1102993 3 3 14 0
10 760 1099421 3 3 14 0
10 761 1104902 3 3 14 0
10 762 1098186 3 3 14 0
10 763 1102406 3 3 14 0
10 764 1101812 3 3 14 0
10 765 1105990 3 3 14 0
10 766 1100566 3 3 14 0
10 767 1106111 3 3 14 0
10 768 1098618 3 3 14 0
10 769 1101449 3 3 14 0
10 770 1100652 3 3 14 0
10 771 1099587 3 3 14 0
10 772 1103996 3 3 14 0
10 773 1100537 3 3 14 0
10 774 1104073 3 3 14 0
10 775 1097736 3 3 14 0
10 776 1101983 3 3 14 0
10 777 1101490 3 3 14 0
10 778 1098759 3 3 14 0
10 779 1101952 3 3 14 0
10 780 1099412 3 3 14 0
10 781 1100098 3 3 14 0
10 782 1101873 3 3 14 0
10 783 1098006 3 3 14 0
10 784 1100466 3 3 14 0
10 785 1097666 3 3 14 0
10 786 1103333 3 3 14 0
10 787 1099709 3 3 14 0
10 788 1100158 3 3 14 0
10 789 1102138 3 3 14 0
10 790 1097037 3 3 14 0
